Abb,nu,Y_K ratio,phi_k,phi_l,phi,theta,mu,gamma,N,eta,init_nu,init_eta,init_mu
MD,8.74%,1.656256166,0.283,0.284,0.996,0.173692359,0.50452618,0.120682205,2.158368736,2.676402189,0.2,2,0.6
